"","X","Year","Name.x","Event","Type","County","Form.of.government","Population","FormYear","T21Date","FIPS","State","No_PrematureDeaths","Years.of.Potential.Life.Lost.Rate","Percent_FairOrPoor","Physically.Unhealthy.Days","Mentally.Unhealthy.Days","Precent.LBW","PercentSmokers","PercentObese","Food.Environment.Index","Percent.Physically.Inactive","Percent.With.AccessToExercise","PercentExcessive.Drinking","NumberChlamydia.Cases","Chlamydia.Rate","Teen.Births","Teen.Birth.Rate","PercentUninsured","NumberMedicare.Enrollees","PercentDiabetics","PercentReceiving.HbA1c","PercentUnemployed","PercentChildren.in.Poverty","PercentSingle.Parent.Households","NumberViolent.Crimes","Violent.Crime.Rate","T21year","MAYOR","LENGTH.OF.TERM","NEXT.ELECTION","mayor_ind","year_dummy","year_dummy-1","county_state_abb","Name.y","state_abb","pop16","pop16_labor_civil_empl","pop16_labor_civil_unempl","pop16_labor_civil","median_household_income","mean_household_income","pop_total_2015","male_2015","female_2015","white_male_2015","white_female_2015","black_male_2015","black_female_2015","hispanic_male_2015","hispanic_female_2015","educ_no_high_school_2000","votes_total_2012","votes_r_2012","votes_d_2012","prct_d_2012","prct_r_2012","votes_total_2016","prct_d_2016","prct_r_2016","votes_d_2016","votes_r_2016","tax"
"1851",3242,2012,"Pepperell",0,"Town","Middlesex","Open town meeting","11497.0",1775,NA,25017,"Massachusetts",10885,4320.15,9.5,2.7,2.7,7.4,12.5,23.1,NA,21.1,NA,17.6,2562,172.8,4157,13,4.6,133633,10819,87.170718181,7,8.5,21.023875057,11724,263.87623475,NA,NA,NA,NA,0,2012,2011,"Middlesex, MA","middlesex","MA",1256349,817053,59845,876898,83488,112455,1585139,773776,811363,620894,651994,43583,45018,62002,60987,11.5,754170,267321,471804,62.56,35.45,796735,65.311552774762,27.5867132735477,520360,219793,2.51
"1852",3243,2013,"Pepperell",0,"Town","Middlesex","Open town meeting","11497.0",1775,NA,25017,"Massachusetts",10899,4330.73,9.2,2.7,2.6,7.5,12.1,23.1,NA,21.1,NA,18,2778,184.8,4086,12.180943352,4.5,135688,11042,89.14145988,5.9,9.3,20.926310082,4242,284.102451,NA,NA,NA,NA,0,2013,2012,"Middlesex, MA","middlesex","MA",1256349,817053,59845,876898,83488,112455,1585139,773776,811363,620894,651994,43583,45018,62002,60987,11.5,754170,267321,471804,62.56,35.45,796735,65.311552774762,27.5867132735477,520360,219793,2.51
"1853",3244,2014,"Pepperell",0,"Town","Middlesex","Open town meeting","11497.0",1775,NA,25017,"Massachusetts",10899,4330.73,8.9,2.7,2.7,7.5,11.4,23.3,9.1148955101,21.8,94.834556928,18.1,3396,223.7,3969,11.754914911,4.4632197847,142890,11733,89.59345436,5.3173677242,9.5,20.724166347,4122.6666667,277.72457169,NA,NA,NA,NA,0,2014,2013,"Middlesex, MA","middlesex","MA",1256349,817053,59845,876898,83488,112455,1585139,773776,811363,620894,651994,43583,45018,62002,60987,11.5,754170,267321,471804,62.56,35.45,796735,65.311552774762,27.5867132735477,520360,219793,3.51
"1854",3245,2015,"Pepperell",0,"Town","Middlesex","Open town meeting","11497.0",1775,NA,25017,"Massachusetts",11119,4156.69,8.9,2.7,2.7,7.4975633918,11.4,23.1,8.9,20.8,96.407721453,18.1,3634,236.4,3825,11.243088807,4.0404229175,147540,12117,89.06495007,5.6376917719,10.6,21.029600706,3797.3333333,257.33734459,NA,NA,NA,NA,0,2015,2014,"Middlesex, MA","middlesex","MA",1256349,817053,59845,876898,83488,112455,1585139,773776,811363,620894,651994,43583,45018,62002,60987,11.5,754170,267321,471804,62.56,35.45,796735,65.311552774762,27.5867132735477,520360,219793,3.51
"1855",3246,2016,"Pepperell",0,"Town","Middlesex","Open town meeting","11497.0",1775,NA,25017,"Massachusetts",11297,4107.7,11.4,3,3.4,7.512710677,12.2,22.6,8.7,21.3,96.575642761,20.3,3669,238.67838916,3542,10.355059859,3.9803209994,151812,12704,89.829974811,4.6490301066,9.6,21.023948082,3797.3333333,257.33734459,NA,NA,NA,NA,0,2016,2015,"Middlesex, MA","middlesex","MA",1256349,817053,59845,876898,83488,112455,1585139,773776,811363,620894,651994,43583,45018,62002,60987,11.5,754170,267321,471804,62.56,35.45,796735,65.311552774762,27.5867132735477,520360,219793,3.51
"1856",3247,2017,"Pepperell",0,"Town","Middlesex","Open town meeting","11497.0",1775,NA,25017,"Massachusetts",11403,4120.7,10.851879904,2.7181453215,3.4476376243,7.4287095215,11.843819748,22.6,8.8,19.8,96.575642761,19.020107134,3714,239.2,3216,9.3492177007,3.1822290785,154845,12976,91.199136868,4.0494548609,8.2,20.658011904,3164,206.55078468,NA,NA,NA,NA,0,2017,2016,"Middlesex, MA","middlesex","MA",1256349,817053,59845,876898,83488,112455,1585139,773776,811363,620894,651994,43583,45018,62002,60987,11.5,754170,267321,471804,62.56,35.45,796735,65.311552774762,27.5867132735477,520360,219793,3.51
"1858",3255,2011,"Peru",0,"Town","Berkshire","Open town meeting","847.0",1771,NA,25003,"Massachusetts",1458,5881.7,13.4,4,3.6,7.86,19.7,23.2,NA,NA,NA,18.9,NA,NA,837,25.2,8.4,44684,736,92.1196,8.1,15.2,35.8,1590,408.1,NA,NA,NA,NA,0,2011,2010,"Berkshire, MA","berkshire","MA",109102,62178,6476,68654,49737,68773,127828,61824,66004,57056,61432,2237,1885,2812,2641,14.9,64486,14252,48843,75.74,22.1,65617,66.6199308106131,25.6625569593246,43714,16839,2.51
"1859",3256,2012,"Peru",0,"Town","Berkshire","Open town meeting","847.0",1771,NA,25003,"Massachusetts",1484,6122.18,13.2,3.9,3.5,8,19.4,24,NA,22.5,NA,19.5,311,240.3,849,26.6,4.7,22591,2016,90.972222222,8.2,18.7,34.903381643,1556,415.97938282,NA,NA,NA,NA,0,2012,2011,"Berkshire, MA","berkshire","MA",109102,62178,6476,68654,49737,68773,127828,61824,66004,57056,61432,2237,1885,2812,2641,14.9,64486,14252,48843,75.74,22.1,65617,66.6199308106131,25.6625569593246,43714,16839,2.51
"1860",3257,2013,"Peru",0,"Town","Berkshire","Open town meeting","847.0",1771,NA,25003,"Massachusetts",1406,5915.12,12.9,3.8,3.4,7.9,17.5,24,NA,22.5,NA,20.8,370,282,817,24.426704936,5.1,22812,2034,91.445427729,7.3,20.2,34.510376391,536,425.87994897,NA,NA,NA,NA,0,2013,2012,"Berkshire, MA","berkshire","MA",109102,62178,6476,68654,49737,68773,127828,61824,66004,57056,61432,2237,1885,2812,2641,14.9,64486,14252,48843,75.74,22.1,65617,66.6199308106131,25.6625569593246,43714,16839,2.51
"1861",3258,2014,"Peru",0,"Town","Berkshire","Open town meeting","847.0",1771,NA,25003,"Massachusetts",1406,5915.12,12.1,3.7,3.6,8.1,17,22,8.5769018924,20.7,74.91826641,21.3,359,275.2,781,23.546792089,4.7540110118,22821,2046,91.54447703,6.7247420809,21.1,35.096581266,543,429.3927085,NA,NA,NA,NA,0,2014,2013,"Berkshire, MA","berkshire","MA",109102,62178,6476,68654,49737,68773,127828,61824,66004,57056,61432,2237,1885,2812,2641,14.9,64486,14252,48843,75.74,22.1,65617,66.6199308106131,25.6625569593246,43714,16839,3.51
"1862",3259,2015,"Peru",0,"Town","Berkshire","Open town meeting","847.0",1771,NA,25003,"Massachusetts",1390,5772.84,12.1,3.7,3.6,8.0317422147,17,22.5,8.2,18.8,88.709714294,21.3,337,259.2,714,21.780909673,4.4013080916,23505,2127,91.396332863,7.0745401196,18.8,34.996486297,506.33333333,402.71267683,NA,NA,NA,NA,0,2015,2014,"Berkshire, MA","berkshire","MA",109102,62178,6476,68654,49737,68773,127828,61824,66004,57056,61432,2237,1885,2812,2641,14.9,64486,14252,48843,75.74,22.1,65617,66.6199308106131,25.6625569593246,43714,16839,3.51
"1863",3260,2016,"Peru",0,"Town","Berkshire","Open town meeting","847.0",1771,NA,25003,"Massachusetts",1476,6177.6,12.7,3.4,4.1,7.8986220472,15.1,22.9,7.9,19.8,78.98094026,18.4,416,319.96062023,672,20.833333333,4.2055697021,23830,2178,91.414141414,6.4885958013,20.4,35.501733029,506.33333333,402.71267683,NA,NA,NA,NA,0,2016,2015,"Berkshire, MA","berkshire","MA",109102,62178,6476,68654,49737,68773,127828,61824,66004,57056,61432,2237,1885,2812,2641,14.9,64486,14252,48843,75.74,22.1,65617,66.6199308106131,25.6625569593246,43714,16839,3.51
"1864",3261,2017,"Peru",0,"Town","Berkshire","Open town meeting","847.0",1771,NA,25003,"Massachusetts",1542,6440.9,12.64714634,3.358344603,4.1014791085,7.7154685736,14.481056801,23.7,7.9,19.3,78.98094026,19.061757971,100,77.2,608,19.216182048,4.0273961367,24250,2255,91.130820399,5.5755395683,19.6,37.220713222,383.33333333,317.17925593,NA,NA,NA,NA,0,2017,2016,"Berkshire, MA","berkshire","MA",109102,62178,6476,68654,49737,68773,127828,61824,66004,57056,61432,2237,1885,2812,2641,14.9,64486,14252,48843,75.74,22.1,65617,66.6199308106131,25.6625569593246,43714,16839,3.51
"1866",3269,2011,"Petersham",0,"Town","Worcester","Open town meeting","1234.0",1754,NA,25027,"Massachusetts",7136,5900.4,12.8,3.5,3.5,7.26,20.1,24.3,NA,NA,NA,19.9,NA,NA,4589,24.3,8.5,102813,1669,85.7999,9.2,10.2,26.9,10257,434.6,NA,NA,NA,NA,0,2011,2010,"Worcester, MA","worcester","MA",647366,398866,37308,436174,65453,83806,818963,403848,415115,350403,362288,23220,21743,44192,43936,16.5,369112,163390,198244,53.71,44.27,389951,50.975122515393,40.4363625173419,198778,157682,2.51
"1867",3270,2012,"Petersham",0,"Town","Worcester","Open town meeting","1234.0",1754,NA,25027,"Massachusetts",7136,5733.56,12.5,3.4,3.5,7.3,19.7,25.5,NA,23,NA,20.1,1901,242.5,4480,24.1,4.6,52950,4990,84.96993988,9.3,14,27.250408292,10307,438.41832518,NA,NA,NA,NA,0,2012,2011,"Worcester, MA","worcester","MA",647366,398866,37308,436174,65453,83806,818963,403848,415115,350403,362288,23220,21743,44192,43936,16.5,369112,163390,198244,53.71,44.27,389951,50.975122515393,40.4363625173419,198778,157682,2.51
"1868",3271,2013,"Petersham",0,"Town","Worcester","Open town meeting","1234.0",1754,NA,25027,"Massachusetts",7215,5573.47,12.7,3.4,3.5,7.4,19.1,25.5,NA,23,NA,20.6,2164,271,4377,21.899453639,4.8,54228,5261,87.56890325,8.1,16.2,28.044191042,3544,451.05153457,NA,NA,NA,NA,0,2013,2012,"Worcester, MA","worcester","MA",647366,398866,37308,436174,65453,83806,818963,403848,415115,350403,362288,23220,21743,44192,43936,16.5,369112,163390,198244,53.71,44.27,389951,50.975122515393,40.4363625173419,198778,157682,2.51
"1869",3272,2014,"Petersham",0,"Town","Worcester","Open town meeting","1234.0",1754,NA,25027,"Massachusetts",7215,5573.47,11.9,3.3,3.4,7.4,18.1,25.6,8.6497819162,23.3,87.529303038,21.2,2310,288.3,4271,21.259544645,4.5474205696,56493,5542,86.95416817,7.5072096261,15.1,28.271964508,3578,452.62797472,NA,NA,NA,NA,0,2014,2013,"Worcester, MA","worcester","MA",647366,398866,37308,436174,65453,83806,818963,403848,415115,350403,362288,23220,21743,44192,43936,16.5,369112,163390,198244,53.71,44.27,389951,50.975122515393,40.4363625173419,198778,157682,3.51
"1870",3273,2015,"Petersham",0,"Town","Worcester","Open town meeting","1234.0",1754,NA,25027,"Massachusetts",7334,5555.56,11.9,3.3,3.4,7.3879568093,18.1,26,8.4,22.2,92.920185536,21.2,2320,287.8,4109,20.385483591,4.6573703414,59744,6002,88.837054315,7.9005526235,18,29.159634762,3556.6666667,447.12149301,NA,NA,NA,NA,0,2015,2014,"Worcester, MA","worcester","MA",647366,398866,37308,436174,65453,83806,818963,403848,415115,350403,362288,23220,21743,44192,43936,16.5,369112,163390,198244,53.71,44.27,389951,50.975122515393,40.4363625173419,198778,157682,3.51
"1871",3274,2016,"Petersham",0,"Town","Worcester","Open town meeting","1234.0",1754,NA,25027,"Massachusetts",7506,5519.4,12.2,3.1,3.6,7.4786324786,15.8,26.1,8.2,22.6,91.200197357,19.3,2241,277.98348473,3837,19.079964794,4.1687247302,62144,6350,88.992125984,6.1922313848,15,29.380101871,3556.6666667,447.12149301,NA,NA,NA,NA,0,2016,2015,"Worcester, MA","worcester","MA",647366,398866,37308,436174,65453,83806,818963,403848,415115,350403,362288,23220,21743,44192,43936,16.5,369112,163390,198244,53.71,44.27,389951,50.975122515393,40.4363625173419,198778,157682,3.51
"1872",3275,2017,"Petersham",0,"Town","Worcester","Open town meeting","1234.0",1754,NA,25027,"Massachusetts",7872,5700.3,13.87208061,3.5785862145,3.951719279,7.4853725762,17.156909936,27,8.3,20.8,91.200197357,20.689806914,1709,211.2,3496,17.4595723,3.5293059096,66314,6869,89.634590188,5.2933292577,15.2,30.636828229,3492.6666667,435.18132417,NA,NA,NA,NA,0,2017,2016,"Worcester, MA","worcester","MA",647366,398866,37308,436174,65453,83806,818963,403848,415115,350403,362288,23220,21743,44192,43936,16.5,369112,163390,198244,53.71,44.27,389951,50.975122515393,40.4363625173419,198778,157682,3.51
"1874",3283,2011,"Phillipston",0,"Town","Worcester","Open town meeting","1682.0",1786,NA,25027,"Massachusetts",7136,5900.4,12.8,3.5,3.5,7.26,20.1,24.3,NA,NA,NA,19.9,NA,NA,4589,24.3,8.5,102813,1669,85.7999,9.2,10.2,26.9,10257,434.6,NA,NA,NA,NA,0,2011,2010,"Worcester, MA","worcester","MA",647366,398866,37308,436174,65453,83806,818963,403848,415115,350403,362288,23220,21743,44192,43936,16.5,369112,163390,198244,53.71,44.27,389951,50.975122515393,40.4363625173419,198778,157682,2.51
"1875",3284,2012,"Phillipston",0,"Town","Worcester","Open town meeting","1682.0",1786,NA,25027,"Massachusetts",7136,5733.56,12.5,3.4,3.5,7.3,19.7,25.5,NA,23,NA,20.1,1901,242.5,4480,24.1,4.6,52950,4990,84.96993988,9.3,14,27.250408292,10307,438.41832518,NA,NA,NA,NA,0,2012,2011,"Worcester, MA","worcester","MA",647366,398866,37308,436174,65453,83806,818963,403848,415115,350403,362288,23220,21743,44192,43936,16.5,369112,163390,198244,53.71,44.27,389951,50.975122515393,40.4363625173419,198778,157682,2.51
"1876",3285,2013,"Phillipston",0,"Town","Worcester","Open town meeting","1682.0",1786,NA,25027,"Massachusetts",7215,5573.47,12.7,3.4,3.5,7.4,19.1,25.5,NA,23,NA,20.6,2164,271,4377,21.899453639,4.8,54228,5261,87.56890325,8.1,16.2,28.044191042,3544,451.05153457,NA,NA,NA,NA,0,2013,2012,"Worcester, MA","worcester","MA",647366,398866,37308,436174,65453,83806,818963,403848,415115,350403,362288,23220,21743,44192,43936,16.5,369112,163390,198244,53.71,44.27,389951,50.975122515393,40.4363625173419,198778,157682,2.51
"1877",3286,2014,"Phillipston",0,"Town","Worcester","Open town meeting","1682.0",1786,NA,25027,"Massachusetts",7215,5573.47,11.9,3.3,3.4,7.4,18.1,25.6,8.6497819162,23.3,87.529303038,21.2,2310,288.3,4271,21.259544645,4.5474205696,56493,5542,86.95416817,7.5072096261,15.1,28.271964508,3578,452.62797472,NA,NA,NA,NA,0,2014,2013,"Worcester, MA","worcester","MA",647366,398866,37308,436174,65453,83806,818963,403848,415115,350403,362288,23220,21743,44192,43936,16.5,369112,163390,198244,53.71,44.27,389951,50.975122515393,40.4363625173419,198778,157682,3.51
"1878",3287,2015,"Phillipston",0,"Town","Worcester","Open town meeting","1682.0",1786,NA,25027,"Massachusetts",7334,5555.56,11.9,3.3,3.4,7.3879568093,18.1,26,8.4,22.2,92.920185536,21.2,2320,287.8,4109,20.385483591,4.6573703414,59744,6002,88.837054315,7.9005526235,18,29.159634762,3556.6666667,447.12149301,NA,NA,NA,NA,0,2015,2014,"Worcester, MA","worcester","MA",647366,398866,37308,436174,65453,83806,818963,403848,415115,350403,362288,23220,21743,44192,43936,16.5,369112,163390,198244,53.71,44.27,389951,50.975122515393,40.4363625173419,198778,157682,3.51
"1879",3288,2016,"Phillipston",0,"Town","Worcester","Open town meeting","1682.0",1786,NA,25027,"Massachusetts",7506,5519.4,12.2,3.1,3.6,7.4786324786,15.8,26.1,8.2,22.6,91.200197357,19.3,2241,277.98348473,3837,19.079964794,4.1687247302,62144,6350,88.992125984,6.1922313848,15,29.380101871,3556.6666667,447.12149301,NA,NA,NA,NA,0,2016,2015,"Worcester, MA","worcester","MA",647366,398866,37308,436174,65453,83806,818963,403848,415115,350403,362288,23220,21743,44192,43936,16.5,369112,163390,198244,53.71,44.27,389951,50.975122515393,40.4363625173419,198778,157682,3.51
"1880",3289,2017,"Phillipston",0,"Town","Worcester","Open town meeting","1682.0",1786,NA,25027,"Massachusetts",7872,5700.3,13.87208061,3.5785862145,3.951719279,7.4853725762,17.156909936,27,8.3,20.8,91.200197357,20.689806914,1709,211.2,3496,17.4595723,3.5293059096,66314,6869,89.634590188,5.2933292577,15.2,30.636828229,3492.6666667,435.18132417,NA,NA,NA,NA,0,2017,2016,"Worcester, MA","worcester","MA",647366,398866,37308,436174,65453,83806,818963,403848,415115,350403,362288,23220,21743,44192,43936,16.5,369112,163390,198244,53.71,44.27,389951,50.975122515393,40.4363625173419,198778,157682,3.51
"1882",3297,2011,"Pittsfield",0,"City","Berkshire","Mayor-council","44737.0",1761,"2016-11-01",25003,"Massachusetts",1458,5881.7,13.4,4,3.6,7.86,19.7,23.2,NA,NA,NA,18.9,NA,NA,837,25.2,8.4,44684,736,92.1196,8.1,15.2,35.8,1590,408.1,2016,"Linda Tyer","4 years","Nov. 5, 2019",1,2011,2010,"Berkshire, MA","berkshire","MA",109102,62178,6476,68654,49737,68773,127828,61824,66004,57056,61432,2237,1885,2812,2641,14.9,64486,14252,48843,75.74,22.1,65617,66.6199308106131,25.6625569593246,43714,16839,2.51
"1883",3298,2012,"Pittsfield",0,"City","Berkshire","Mayor-council","44737.0",1761,"2016-11-01",25003,"Massachusetts",1484,6122.18,13.2,3.9,3.5,8,19.4,24,NA,22.5,NA,19.5,311,240.3,849,26.6,4.7,22591,2016,90.972222222,8.2,18.7,34.903381643,1556,415.97938282,2016,"Linda Tyer","4 years","Nov. 5, 2019",1,2012,2011,"Berkshire, MA","berkshire","MA",109102,62178,6476,68654,49737,68773,127828,61824,66004,57056,61432,2237,1885,2812,2641,14.9,64486,14252,48843,75.74,22.1,65617,66.6199308106131,25.6625569593246,43714,16839,2.51
"1884",3299,2013,"Pittsfield",0,"City","Berkshire","Mayor-council","44737.0",1761,"2016-11-01",25003,"Massachusetts",1406,5915.12,12.9,3.8,3.4,7.9,17.5,24,NA,22.5,NA,20.8,370,282,817,24.426704936,5.1,22812,2034,91.445427729,7.3,20.2,34.510376391,536,425.87994897,2016,"Linda Tyer","4 years","Nov. 5, 2019",1,2013,2012,"Berkshire, MA","berkshire","MA",109102,62178,6476,68654,49737,68773,127828,61824,66004,57056,61432,2237,1885,2812,2641,14.9,64486,14252,48843,75.74,22.1,65617,66.6199308106131,25.6625569593246,43714,16839,2.51
"1885",3300,2014,"Pittsfield",0,"City","Berkshire","Mayor-council","44737.0",1761,"2016-11-01",25003,"Massachusetts",1406,5915.12,12.1,3.7,3.6,8.1,17,22,8.5769018924,20.7,74.91826641,21.3,359,275.2,781,23.546792089,4.7540110118,22821,2046,91.54447703,6.7247420809,21.1,35.096581266,543,429.3927085,2016,"Linda Tyer","4 years","Nov. 5, 2019",1,2014,2013,"Berkshire, MA","berkshire","MA",109102,62178,6476,68654,49737,68773,127828,61824,66004,57056,61432,2237,1885,2812,2641,14.9,64486,14252,48843,75.74,22.1,65617,66.6199308106131,25.6625569593246,43714,16839,3.51
"1886",3301,2015,"Pittsfield",0,"City","Berkshire","Mayor-council","44737.0",1761,"2016-11-01",25003,"Massachusetts",1390,5772.84,12.1,3.7,3.6,8.0317422147,17,22.5,8.2,18.8,88.709714294,21.3,337,259.2,714,21.780909673,4.4013080916,23505,2127,91.396332863,7.0745401196,18.8,34.996486297,506.33333333,402.71267683,2016,"Linda Tyer","4 years","Nov. 5, 2019",1,2015,2014,"Berkshire, MA","berkshire","MA",109102,62178,6476,68654,49737,68773,127828,61824,66004,57056,61432,2237,1885,2812,2641,14.9,64486,14252,48843,75.74,22.1,65617,66.6199308106131,25.6625569593246,43714,16839,3.51
"1887",3302,2016,"Pittsfield",1,"City","Berkshire","Mayor-council","44737.0",1761,"2016-11-01",25003,"Massachusetts",1476,6177.6,12.7,3.4,4.1,7.8986220472,15.1,22.9,7.9,19.8,78.98094026,18.4,416,319.96062023,672,20.833333333,4.2055697021,23830,2178,91.414141414,6.4885958013,20.4,35.501733029,506.33333333,402.71267683,2016,"Linda Tyer","4 years","Nov. 5, 2019",1,2016,2015,"Berkshire, MA","berkshire","MA",109102,62178,6476,68654,49737,68773,127828,61824,66004,57056,61432,2237,1885,2812,2641,14.9,64486,14252,48843,75.74,22.1,65617,66.6199308106131,25.6625569593246,43714,16839,3.51
"1888",3303,2017,"Pittsfield",2,"City","Berkshire","Mayor-council","44737.0",1761,"2016-11-01",25003,"Massachusetts",1542,6440.9,12.64714634,3.358344603,4.1014791085,7.7154685736,14.481056801,23.7,7.9,19.3,78.98094026,19.061757971,100,77.2,608,19.216182048,4.0273961367,24250,2255,91.130820399,5.5755395683,19.6,37.220713222,383.33333333,317.17925593,2016,"Linda Tyer","4 years","Nov. 5, 2019",1,2017,2016,"Berkshire, MA","berkshire","MA",109102,62178,6476,68654,49737,68773,127828,61824,66004,57056,61432,2237,1885,2812,2641,14.9,64486,14252,48843,75.74,22.1,65617,66.6199308106131,25.6625569593246,43714,16839,3.51
"1890",3311,2011,"Plainfield",0,"Town","Hampshire","Open town meeting","648.0",1807,NA,25015,"Massachusetts",1236,4907.1,10.4,3.5,3.1,6.35,14.7,21.3,NA,NA,NA,18.4,NA,NA,438,6.9,9.7,32125,513,88.694,6.6,10.1,25.1,1177,254.8,NA,NA,NA,NA,0,2011,2010,"Hampshire, MA","hampshire","MA",138126,83351,6594,89945,61460,79083,161292,75193,86099,66790,76158,2359,2662,4087,4684,10.6,81621,21480,57359,70.27,26.32,84193,65.7619992160868,25.8810114855154,55367,21790,2.51
"1891",3312,2012,"Plainfield",0,"Town","Hampshire","Open town meeting","648.0",1807,NA,25015,"Massachusetts",1260,5078.42,9.7,3.3,2.8,6.3,13.5,22.3,NA,17.1,NA,17.7,274,176.8,433,6.9,3.9,15964,1366,87.8477306,6.9,11.8,27.047547453,1167,253.83139679,NA,NA,NA,NA,0,2012,2011,"Hampshire, MA","hampshire","MA",138126,83351,6594,89945,61460,79083,161292,75193,86099,66790,76158,2359,2662,4087,4684,10.6,81621,21480,57359,70.27,26.32,84193,65.7619992160868,25.8810114855154,55367,21790,2.51
"1892",3313,2013,"Plainfield",0,"Town","Hampshire","Open town meeting","648.0",1807,NA,25015,"Massachusetts",1256,4923.87,9.7,3.2,2.7,6.7,12.6,22.3,NA,17.1,NA,17.9,320,202.4,392,5.8021639703,4.8,15955,1344,90.178571429,5.9,12.3,28.958673916,388,251.01990291,NA,NA,NA,NA,0,2013,2012,"Hampshire, MA","hampshire","MA",138126,83351,6594,89945,61460,79083,161292,75193,86099,66790,76158,2359,2662,4087,4684,10.6,81621,21480,57359,70.27,26.32,84193,65.7619992160868,25.8810114855154,55367,21790,2.51
"1893",3314,2014,"Plainfield",0,"Town","Hampshire","Open town meeting","648.0",1807,NA,25015,"Massachusetts",1256,4923.87,10,3.3,2.9,6.5,12.1,22.4,8.671357361,17.1,71.005819838,19.7,395,250.3,369,5.4491486628,4.7171977447,16592,1386,90.18759019,5.6084875265,12.7,28.884670515,382,244.06450459,NA,NA,NA,NA,0,2014,2013,"Hampshire, MA","hampshire","MA",138126,83351,6594,89945,61460,79083,161292,75193,86099,66790,76158,2359,2662,4087,4684,10.6,81621,21480,57359,70.27,26.32,84193,65.7619992160868,25.8810114855154,55367,21790,3.51
"1894",3315,2015,"Plainfield",0,"Town","Hampshire","Open town meeting","648.0",1807,NA,25015,"Massachusetts",1210,4652.16,10,3.3,2.9,6.154410865,12.1,21.8,8.3,15.2,85.928643725,19.7,366,229,339,4.9760007046,4.2848697232,17265,1395,89.103942652,6.0659425559,12.1,30.256430426,385,245.34482099,NA,NA,NA,NA,0,2015,2014,"Hampshire, MA","hampshire","MA",138126,83351,6594,89945,61460,79083,161292,75193,86099,66790,76158,2359,2662,4087,4684,10.6,81621,21480,57359,70.27,26.32,84193,65.7619992160868,25.8810114855154,55367,21790,3.51
"1895",3316,2016,"Plainfield",0,"Town","Hampshire","Open town meeting","648.0",1807,NA,25015,"Massachusetts",1228,4651.6,11.6,3.3,3.9,6.1287916459,14.5,21.3,8.1,16.1,85.651568826,23.5,355,222.15964204,305,4.4636976979,4.133329881,17746,1457,89.087165408,5.0320442245,12.5,30.994359642,385,245.34482099,NA,NA,NA,NA,0,2016,2015,"Hampshire, MA","hampshire","MA",138126,83351,6594,89945,61460,79083,161292,75193,86099,66790,76158,2359,2662,4087,4684,10.6,81621,21480,57359,70.27,26.32,84193,65.7619992160868,25.8810114855154,55367,21790,3.51
"1896",3317,2017,"Plainfield",0,"Town","Hampshire","Open town meeting","648.0",1807,NA,25015,"Massachusetts",1344,4859.2,11.818070886,3.3806639708,4.0656681954,6.119326874,15.258144091,18.9,8.1,15.3,85.651568826,20.346192088,270,169.2,276,4.0058636555,3.8489137107,18899,1538,91.287386216,4.4266174179,11.6,30.952669168,390.66666667,248.897799,NA,NA,NA,NA,0,2017,2016,"Hampshire, MA","hampshire","MA",138126,83351,6594,89945,61460,79083,161292,75193,86099,66790,76158,2359,2662,4087,4684,10.6,81621,21480,57359,70.27,26.32,84193,65.7619992160868,25.8810114855154,55367,21790,3.51
